Year	Aaa	Baa	Aaa Spread	Baa Spread	Baa-Aaa	30-year Treasury Bond _(H15)	Yield, Long Bond
1989.375	9.57	10.46	0.74	1.63	0.89	8.83	8.83
1989.45833	9.1	10.03	0.83	1.76	0.93	8.27	8.27
1989.54167	8.93	9.87	0.85	1.79	0.94	8.08	8.08
1989.625	8.96	9.88	0.84	1.76	0.92	8.12	8.12
1989.70833	9.01	9.91	0.86	1.76	0.9	8.15	8.15
1989.79167	8.92	9.81	0.92	1.81	0.89	8	8
1989.875	8.89	9.81	0.99	1.91	0.92	7.9	7.9
1989.95833	8.86	9.82	0.96	1.92	0.96	7.9	7.9
1990.04167	8.99	9.94	0.73	1.68	0.95	8.26	8.26
1990.125	9.22	10.14	0.72	1.64	0.92	8.5	8.5
1990.20833	9.37	10.21	0.81	1.65	0.84	8.56	8.56
1990.29167	9.46	10.3	0.7	1.54	0.84	8.76	8.76
1990.375	9.47	10.41	0.74	1.68	0.94	8.73	8.73
1990.45833	9.26	10.22	0.8	1.76	0.96	8.46	8.46
1990.54167	9.24	10.2	0.74	1.7	0.96	8.5	8.5
1990.625	9.41	10.41	0.55	1.55	1	8.86	8.86
1990.70833	9.56	10.64	0.53	1.61	1.08	9.03	9.03
1990.79167	9.53	10.74	0.67	1.88	1.21	8.86	8.86
1990.875	9.3	10.62	0.76	2.08	1.32	8.54	8.54
1990.95833	9.05	10.43	0.81	2.19	1.38	8.24	8.24
1991.04167	9.04	10.45	0.77	2.18	1.41	8.27	8.27
1991.125	8.83	10.07	0.8	2.04	1.24	8.03	8.03
1991.20833	8.93	10.09	0.64	1.8	1.16	8.29	8.29
1991.29167	8.86	9.94	0.65	1.73	1.08	8.21	8.21
1991.375	8.86	9.86	0.59	1.59	1	8.27	8.27
1991.45833	9.01	9.96	0.54	1.49	0.95	8.47	8.47
1991.54167	9	9.89	0.55	1.44	0.89	8.45	8.45
1991.625	8.75	9.65	0.61	1.51	0.9	8.14	8.14
1991.70833	8.61	9.51	0.66	1.56	0.9	7.95	7.95
1991.79167	8.55	9.49	0.62	1.56	0.94	7.93	7.93
1991.875	8.48	9.45	0.56	1.53	0.97	7.92	7.92
1991.95833	8.31	9.26	0.61	1.56	0.95	7.7	7.7
1992.04167	8.2	9.13	0.62	1.55	0.93	7.58	7.58
1992.125	8.29	9.23	0.44	1.38	0.94	7.85	7.85
1992.20833	8.35	9.25	0.38	1.28	0.9	7.97	7.97
1992.29167	8.33	9.21	0.37	1.25	0.88	7.96	7.96
1992.375	8.28	9.13	0.39	1.24	0.85	7.89	7.89
1992.45833	8.22	9.05	0.38	1.21	0.83	7.84	7.84
1992.54167	8.07	8.84	0.47	1.24	0.77	7.6	7.6
1992.625	7.95	8.65	0.56	1.26	0.7	7.39	7.39
1992.70833	7.92	8.62	0.58	1.28	0.7	7.34	7.34
1992.79167	7.99	8.84	0.46	1.31	0.85	7.53	7.53
1992.875	8.1	8.96	0.49	1.35	0.86	7.61	7.61
1992.95833	7.98	8.81	0.54	1.37	0.83	7.44	7.44
1993.04167	7.91	8.67	0.57	1.33	0.76	7.34	7.34
1993.125	7.71	8.39	0.62	1.3	0.68	7.09	7.09
1993.20833	7.58	8.15	0.76	1.33	0.57	6.82	6.82
1993.29167	7.46	8.14	0.61	1.29	0.68	6.85	6.85
1993.375	7.43	8.21	0.51	1.29	0.78	6.92	6.92
1993.45833	7.33	8.07	0.52	1.26	0.74	6.81	6.81
1993.54167	7.17	7.93	0.54	1.3	0.76	6.63	6.63
1993.625	6.85	7.6	0.53	1.28	0.75	6.32	6.32
1993.70833	6.66	7.34	0.66	1.34	0.68	6	6
1993.79167	6.67	7.31	0.665	1.305	0.64	5.94	6.005
1993.875	6.93	7.66	0.635	1.365	0.73	6.21	6.295
1993.95833	6.93	7.69	0.605	1.365	0.76	6.25	6.325
1994.04167	6.92	7.65	0.58	1.31	0.73	6.29	6.34
1994.125	7.08	7.76	0.55	1.23	0.68	6.49	6.53
1994.20833	7.48	8.13	0.525	1.175	0.65	6.91	6.955
1994.29167	7.88	8.52	0.545	1.185	0.64	7.27	7.335
1994.375	7.99	8.62	0.515	1.145	0.63	7.41	7.475
1994.45833	7.97	8.65	0.515	1.195	0.68	7.4	7.455
1994.54167	8.11	8.8	0.485	1.175	0.69	7.58	7.625
1994.625	8.07	8.74	0.515	1.185	0.67	7.49	7.555
1994.70833	8.34	8.98	0.55	1.19	0.64	7.71	7.79
1994.79167	8.57	9.2	0.56	1.19	0.63	7.94	8.01
1994.875	8.68	9.32	0.54	1.18	0.64	8.08	8.14
1994.95833	8.46	9.1	0.53	1.17	0.64	7.87	7.93
1995.04167	8.46	9.08	0.55	1.17	0.62	7.85	7.91
1995.125	8.26	8.85	0.59	1.18	0.59	7.61	7.67
1995.20833	8.12	8.7	0.61	1.19	0.58	7.45	7.51
1995.29167	8.03	8.6	0.625	1.195	0.57	7.36	7.405
1995.375	7.65	8.2	0.67	1.22	0.55	6.95	6.98
1995.45833	7.3	7.9	0.72	1.32	0.6	6.57	6.58
1995.54167	7.41	8.04	0.68	1.31	0.63	6.72	6.73
1995.625	7.57	8.19	0.68	1.3	0.62	6.86	6.89
1995.70833	7.32	7.93	0.72	1.33	0.61	6.55	6.6
1995.79167	7.12	7.75	0.71	1.34	0.63	6.37	6.41
1995.875	7.02	7.68	0.725	1.385	0.66	6.26	6.295
1995.95833	6.82	7.49	0.73	1.4	0.67	6.06	6.09
1996.04167	6.81	7.47	0.73	1.39	0.66	6.05	6.08
1996.125	6.99	7.63	0.72	1.36	0.64	6.24	6.27
1996.20833	7.35	8.03	0.68	1.36	0.68	6.6	6.67
1996.29167	7.5	8.19	0.615	1.305	0.69	6.79	6.885
1996.375	7.62	8.3	0.6	1.28	0.68	6.93	7.02
1996.45833	7.71	8.4	0.57	1.26	0.69	7.06	7.14
1996.54167	7.65	8.35	0.565	1.265	0.7	7.03	7.085
1996.625	7.46	8.18	0.555	1.275	0.72	6.84	6.905
1996.70833	7.66	8.35	0.56	1.25	0.69	7.03	7.1
1996.79167	7.39	8.07	0.535	1.215	0.68	6.81	6.855
1996.875	7.1	7.79	0.57	1.26	0.69	6.48	6.53
1996.95833	7.2	7.89	0.6	1.29	0.69	6.55	6.6
1997.04167	7.42	8.09	0.55	1.22	0.67	6.83	6.87
1997.125	7.31	7.94	0.58	1.21	0.63	6.69	6.73
1997.20833	7.55	8.18	0.56	1.19	0.63	6.93	6.99
1997.29167	7.73	8.34	0.585	1.195	0.61	7.09	7.145
1997.375	7.58	8.2	0.6	1.22	0.62	6.94	6.98
1997.45833	7.41	8.02	0.605	1.215	0.61	6.77	6.805
1997.54167	7.14	7.75	0.605	1.215	0.61	6.51	6.535
1997.625	7.22	7.82	0.605	1.205	0.6	6.58	6.615
1997.70833	7.15	7.7	0.62	1.17	0.55	6.5	6.53
1997.79167	7	7.57	0.645	1.215	0.57	6.33	6.355
1997.875	6.87	7.42	0.715	1.265	0.55	6.11	6.155
1997.95833	6.76	7.32	0.73	1.29	0.56	5.99	6.03
1998.04167	6.61	7.19	0.765	1.345	0.58	5.81	5.845
1998.125	6.67	7.25	0.745	1.325	0.58	5.89	5.925
1998.20833	6.72	7.32	0.74	1.34	0.6	5.95	5.98
1998.29167	6.69	7.33	0.73	1.37	0.64	5.92	5.96
1998.375	6.69	7.3	0.72	1.33	0.61	5.93	5.97
1998.45833	6.53	7.13	0.78	1.38	0.6	5.7	5.75
1998.54167	6.55	7.15	0.82	1.42	0.6	5.68	5.73
1998.625	6.52	7.14	0.92	1.54	0.62	5.54	5.6
1998.70833	6.4	7.09	1.11	1.8	0.69	5.2	5.29
1998.79167	6.37	7.18	1.215	2.025	0.81	5.01	5.155
1998.875	6.41	7.34	1.045	1.975	0.93	5.25	5.365
1998.95833	6.22	7.23	1.01	2.02	1.01	5.06	5.21
1999.04167	6.24	7.29	0.935	1.985	1.05	5.16	5.305
1999.125	6.4	7.39	0.885	1.875	0.99	5.37	5.515
1999.20833	6.62	7.53	0.895	1.805	0.91	5.58	5.725
1999.29167	6.64	7.48	0.955	1.795	0.84	5.55	5.685
1999.375	6.93	7.72	0.985	1.775	0.79	5.81	5.945
1999.45833	7.23	8.02	1.03	1.82	0.79	6.04	6.2
1999.54167	7.19	7.95	1.06	1.82	0.76	5.98	6.13
1999.625	7.4	8.15	1.15	1.9	0.75	6.07	6.25
1999.70833	7.39	8.2	1.105	1.915	0.81	6.07	6.285
1999.79167	7.55	8.38	1.09	1.92	0.83	6.26	6.46
1999.875	7.36	8.15	1.045	1.835	0.79	6.15	6.315
1999.95833	7.55	8.19	1.03	1.67	0.64	6.35	6.52
2000.04167	7.78	8.33	1.035	1.585	0.55	6.63	6.745
2000.125	7.68	8.29	1.295	1.905	0.61	6.23	6.385
2000.20833	7.68	8.37	1.465	2.155	0.69	6.05	6.215
2000.29167	7.64	8.4	1.625	2.385	0.76	5.85	6.015
2000.375	7.99	8.9	1.64	2.55	0.91	6.15	6.35
2000.45833	7.67	8.48	1.565	2.375	0.81	5.93	6.105
2000.54167	7.65	8.35	1.625	2.325	0.7	5.85	6.025
2000.625	7.55	8.26	1.68	2.39	0.71	5.72	5.87
2000.70833	7.62	8.35	1.66	2.39	0.73	5.83	5.96
2000.79167	7.55	8.34	1.63	2.42	0.79	5.8	5.92
2000.875	7.45	8.28	1.57	2.4	0.83	5.78	5.88
2000.95833	7.21	8.02	1.645	2.455	0.81	5.49	5.565
2001.04167	7.15	7.93	1.555	2.335	0.78	5.54	5.595
2001.125	7.1	7.87	1.565	2.335	0.77	5.45	5.535
2001.20833	6.98	7.84	1.565	2.425	0.86	5.34	5.415
2001.29167	7.2	8.07	1.485	2.355	0.87	5.65	5.715
2001.375	7.29	8.07	1.44	2.22	0.78	5.78	5.85
2001.45833	7.18	7.97	1.435	2.225	0.79	5.67	5.745
2001.54167	7.13	7.97	1.45	2.29	0.84	5.61	5.68
2001.625	7.02	7.85	1.49	2.32	0.83	5.48	5.53
2001.70833	7.17	8.03	1.665	2.525	0.86	5.48	5.505
2001.79167	7.03	7.91	1.7	2.58	0.88	5.32	5.33
2001.875	6.97	7.81	1.745	2.585	0.84	5.12	5.225
2001.95833	6.77	8.05	1.15	2.43	1.28	5.48	5.62
2002.04167	6.55	7.87	0.98	2.3	1.32	5.45	5.57
2002.125	6.51	7.89	1.005	2.385	1.38	5.4	5.505
2002.20833	6.81	8.11	0.88	2.18	1.3		5.93
2002.29167	6.76	8.03	0.91	2.18	1.27		5.85
2002.375	6.75	8.09	0.94	2.28	1.34		5.81
2002.45833	6.63	7.95	0.98	2.3	1.32		5.65
2002.54167	6.53	7.9	1.02	2.39	1.37		5.51
2002.625	6.37	7.58	1.18	2.39	1.21		5.19
2002.70833	6.15	7.4	1.28	2.53	1.25		4.87
2002.79167	6.32	7.73	1.32	2.73	1.41		5
2002.875	6.31	7.62	1.27	2.58	1.31		5.04
2002.95833	6.21	7.45	1.2	2.44	1.24		5.01
2003.04167	6.17	7.35	1.15	2.33	1.18		5.02
2003.125	5.95	7.06	1.08	2.19	1.11		4.87
2003.20833	5.89	6.95	1.07	2.13	1.06		4.82
2003.29167	5.74	6.85	0.83	1.94	1.11		4.91
2003.375	5.22	6.38	0.7	1.86	1.16		4.52
2003.45833	4.97	6.19	0.63	1.85	1.22		4.34
2003.54167	5.49	6.62	0.57	1.7	1.13		4.92
2003.625	5.88	7.01	0.49	1.62	1.13		5.39
2003.70833	5.72	6.79	0.51	1.58	1.07		5.21
2003.79167	5.7	6.73	0.49	1.52	1.03		5.21
2003.875	5.65	6.66	0.48	1.49	1.01		5.17
2003.95833	5.62	6.6	0.51	1.49	0.98		5.11
2004.04167	5.54	6.44	0.53	1.43	0.9		5.01
2004.125	5.5	6.27	0.56	1.33	0.77		4.94
2004.20833	5.33	6.11	0.61	1.39	0.78		4.72
2004.29167	5.73	6.46	0.57	1.3	0.73		5.16
2004.375	6.04	6.75	0.58	1.29	0.71		5.46
2004.45833	6.01	6.78	0.56	1.33	0.77		5.45
2004.54167	5.82	6.62	0.58	1.38	0.8		5.24
2004.625	5.65	6.46	0.58	1.39	0.81		5.07
2004.70833	5.46	6.27	0.57	1.38	0.81		4.89
2004.79167	5.47	6.21	0.62	1.36	0.74		4.85
2004.875	5.52	6.2	0.63	1.31	0.68		4.89
2004.95833	5.47	6.15	0.59	1.27	0.68		4.88
2005.04167	5.36	6.02	0.59	1.25	0.66		4.77
2005.125	5.2	5.82	0.59	1.21	0.62		4.61
2005.20833	5.4	6.06	0.51	1.17	0.66		4.89
2005.29167	5.33	6.05	0.58	1.3	0.72		4.75
2005.375	5.15	6.01	0.59	1.45	0.86		4.56
2005.45833	4.96	5.86	0.61	1.51	0.9		4.35
2005.54167	5.06	5.95	0.58	1.47	0.89		4.48
2005.625	5.09	5.96	0.56	1.43	0.87		4.53
2005.70833	5.13	6.03	0.62	1.52	0.9		4.51
2005.79167	5.35	6.3	0.61	1.56	0.95		4.74
2005.875	5.42	6.39	0.59	1.56	0.97		4.83
2005.95833	5.37	6.32	0.64	1.59	0.95		4.73
2006.04167	5.29	6.24	0.64	1.59	0.95		4.65
2006.125	5.35	6.27	0.715	1.635	0.92	4.54	4.635
2006.20833	5.53	6.41	0.71	1.59	0.88	4.73	4.82
2006.29167	5.84	6.68	0.7	1.54	0.84	5.06	5.14
2006.375	5.95	6.75	0.675	1.475	0.8	5.2	5.275
2006.45833	5.89	6.78	0.67	1.56	0.89	5.15	5.22
2006.54167	5.85	6.76	0.66	1.57	0.91	5.13	5.19
2006.625	5.68	6.59	0.64	1.55	0.91	5	5.04
2006.70833	5.51	6.43	0.62	1.54	0.92	4.85	4.89
2006.79167	5.51	6.42	0.615	1.525	0.91	4.85	4.895
2006.875	5.33	6.2	0.595	1.465	0.87	4.69	4.735
2006.95833	5.32	6.22	0.59	1.49	0.9	4.68	4.73
2007.04167	5.4	6.34	0.5	1.44	0.94	4.85	4.9
2007.125	5.39	6.28	0.515	1.405	0.89	4.82	4.875
2007.20833	5.3	6.27	0.535	1.505	0.97	4.72	4.765
2007.29167	5.47	6.39	0.56	1.48	0.92	4.87	4.91
2007.375	5.47	6.39	0.53	1.45	0.92	4.9	4.94
2007.45833	5.79	6.7	0.545	1.455	0.91	5.2	5.245
2007.54167	5.73	6.65	0.58	1.5	0.92	5.11	5.15
2007.625	5.79	6.65	0.825	1.685	0.86	4.93	4.965
2007.70833	5.74	6.59	0.925	1.775	0.85	4.79	4.815
2007.79167	5.66	6.48	0.86	1.68	0.82	4.77	4.8
2007.875	5.44	6.4	0.9	1.86	0.96	4.52	4.54
2007.95833	5.49	6.65	0.94	2.1	1.16	4.53	4.55
2008.04167	5.33	6.54	0.99	2.2	1.21	4.33	4.34
2008.125	5.53	6.82	1.025	2.315	1.29	4.52	4.505
2008.20833	5.51	6.89	1.135	2.515	1.38	4.39	4.375
2008.29167	5.55	6.97	1.11	2.53	1.42	4.44	4.44
2008.375	5.57	6.93	0.97	2.33	1.36	4.6	4.6
2008.45833	5.68	7.07	0.965	2.355	1.39	4.69	4.715
2008.54167	5.67	7.16	1.075	2.565	1.49	4.57	4.595
2008.625	5.64	7.15	1.125	2.635	1.51	4.5	4.515
2008.70833	5.65	7.31	1.355	3.015	1.66	4.27	4.295
2008.79167	6.28	8.88	1.97	4.57	2.6	4.17	4.31
2008.875	6.12	9.21	1.985	5.075	3.09	4	4.135
2008.95833	5.05	8.43	2.025	5.405	3.38	2.87	3.025
2009.04167	5.05	8.14	1.755	4.845	3.09	3.13	3.295
2009.125	5.27	8.08	1.56	4.37	2.81	3.59	3.71
2009.20833	5.5	8.42	1.79	4.71	2.92	3.64	3.71
2009.29167	5.39	8.39	1.59	4.59	3	3.76	3.8
2009.375	5.54	8.06	1.315	3.835	2.52	4.23	4.225
2009.45833	5.61	7.5	1.09	2.98	1.89	4.52	4.52
2009.54167	5.41	7.09	1	2.68	1.68	4.41	4.41
2009.625	5.26	6.58	0.89	2.21	1.32	4.37	4.37
2009.70833	5.13	6.31	0.94	2.12	1.18	4.19	4.19
2009.79167	5.15	6.29	0.96	2.1	1.14	4.19	4.19
2009.875	5.19	6.32	0.88	2.01	1.13	4.31	4.31
2009.95833	5.26	6.37	0.77	1.88	1.11	4.49	4.49
2010.04167	5.26	6.25	0.66	1.65	0.99	4.6	4.6
2010.125	5.35	6.34	0.73	1.72	0.99	4.62	4.62
2010.20833	5.27	6.27	0.63	1.63	1	4.64	4.64
2010.29167	5.29	6.25	0.6	1.56	0.96	4.69	4.69
2010.375	4.96	6.05	0.67	1.76	1.09	4.29	4.29
2010.45833	4.88	6.23	0.75	2.1	1.35	4.13	4.13
2010.54167	4.72	6.01	0.73	2.02	1.29	3.99	3.99
2010.625	4.49	5.66	0.69	1.86	1.17	3.8	3.8
2010.70833	4.53	5.66	0.76	1.89	1.13	3.77	3.77
2010.79167	4.68	5.72	0.81	1.85	1.04	3.87	3.87
2010.875	4.87	5.92	0.68	1.73	1.05	4.19	4.19
2010.95833	5.02	6.1	0.6	1.68	1.08	4.42	4.42
2011.04167	5.04	6.09	0.52	1.57	1.05	4.52	4.52
2011.125	5.22	6.15	0.57	1.5	0.93	4.65	4.65
2011.20833	5.13	6.03	0.62	1.52	0.9	4.51	4.51
2011.29167	5.16	6.02	0.66	1.52	0.86	4.5	4.5
2011.375	4.96	5.78	0.67	1.49	0.82	4.29	4.29
2011.45833	4.99	5.75	0.76	1.52	0.76	4.23	4.23
2011.54167	4.93	5.76	0.66	1.49	0.83	4.27	4.27
2011.625	4.37	5.36	0.72	1.71	0.99	3.65	3.65
2011.70833	4.09	5.27	0.91	2.09	1.18	3.18	3.18
2011.79167	3.98	5.37	0.85	2.24	1.39	3.13	3.13
2011.875	3.87	5.14	0.85	2.12	1.27	3.02	3.02
2011.95833	3.93	5.25	0.95	2.27	1.32	2.98	2.98
2012.04167	3.85	5.23	0.82	2.2	1.38	3.03	3.03
2012.125	3.85	5.14	0.74	2.03	1.29	3.11	3.11
