Date	Year	Unemployment Rate	Lag 1 Unemp	Lag 2 Unemp	Lag 3 Unemp	Lag 4 Unemp	Lag 5 Unemp	Lag 6 Unemp	Lag 7 Unemp	Residual Unemployment Rate	Lag Residuals Unemployment	Lower 95% Indiv Unemployment Rate 2	Upper 95% Indiv Unemployment Rate 2
1/1/1981	1981.041667	7.5	7.2	7.5	7.5	7.5	7.7	7.8	7.6	0.38689359	-0.274792871	6.796870484	7.429342337
2/1/1981	1981.125	7.4	7.5	7.2	7.5	7.5	7.5	7.7	7.8	-0.061728298	0.38689359	7.145950848	7.777505748
3/1/1981	1981.208333	7.4	7.4	7.5	7.2	7.5	7.5	7.5	7.7	0.023994994	-0.061728298	7.060333671	7.69167634
4/1/1981	1981.291667	7.2	7.4	7.4	7.5	7.2	7.5	7.5	7.5	-0.176005006	0.023994994	7.060333671	7.69167634
5/1/1981	1981.375	7.5	7.2	7.4	7.4	7.5	7.2	7.5	7.5	0.347699871	-0.176005006	6.836524984	7.468075275
6/1/1981	1981.458333	7.5	7.5	7.2	7.4	7.4	7.5	7.2	7.5	-0.027051163	0.347699871	7.211344974	7.842757351
7/1/1981	1981.541667	7.2	7.5	7.5	7.2	7.4	7.4	7.5	7.2	-0.287857444	-0.027051163	7.17219536	7.803519528
8/1/1981	1981.625	7.4	7.2	7.5	7.5	7.2	7.4	7.4	7.5	0.234635298	-0.287857444	6.849685381	7.481044024
9/1/1981	1981.708333	7.6	7.4	7.2	7.5	7.5	7.2	7.4	7.4	0.210930421	0.234635298	7.073439698	7.70469946
10/1/1981	1981.791667	7.9	7.6	7.4	7.2	7.5	7.5	7.2	7.4	0.261096399	0.210930421	7.323096662	7.95471054
11/1/1981	1981.875	8.3	7.9	7.6	7.4	7.2	7.5	7.5	7.2	0.364732804	0.261096399	7.61935778	8.251176612
12/1/1981	1981.958333	8.5	8.3	7.9	7.6	7.4	7.2	7.5	7.5	0.117323051	0.364732804	8.06606634	8.699287557
1/1/1982	1982.041667	8.6	8.5	8.3	7.9	7.6	7.4	7.2	7.5	-0.045575544	0.117323051	8.327590153	8.963560935
2/1/1982	1982.125	8.9	8.6	8.5	8.3	7.9	7.6	7.4	7.2	0.168701164	-0.045575544	8.413583039	9.049014633
3/1/1982	1982.208333	9	8.9	8.6	8.5	8.3	7.9	7.6	7.4	-0.040727004	0.168701164	8.722555398	9.358898611
4/1/1982	1982.291667	9.3	9	8.9	8.6	8.5	8.3	7.9	7.6	0.186614277	-0.040727004	8.795740594	9.431030853
5/1/1982	1982.375	9.4	9.3	9	8.9	8.6	8.5	8.3	7.9	0.003315254	0.186614277	9.079090964	9.714278528
6/1/1982	1982.458333	9.6	9.4	9.3	9	8.9	8.6	8.5	8.3	0.117591962	0.003315254	9.16495455	9.799861526
7/1/1982	1982.541667	9.8	9.6	9.4	9.3	9	8.9	8.6	8.5	0.106951659	0.117591962	9.375231689	10.01086499
8/1/1982	1982.625	9.8	9.8	9.6	9.4	9.3	9	8.9	8.6	-0.077559498	0.106951659	9.559783811	10.19533519
9/1/1982	1982.708333	10.1	9.8	9.8	9.6	9.4	9.3	9	8.9	0.235505075	-0.077559498	9.546894984	10.18209487
10/1/1982	1982.791667	10.4	10.1	9.8	9.8	9.6	9.4	9.3	9	0.239141479	0.235505075	9.842980376	10.47873667
11/1/1982	1982.875	10.8	10.4	10.1	9.8	9.8	9.6	9.4	9.3	0.316648738	0.239141479	10.16480979	10.80189273
12/1/1982	1982.958333	10.8	10.8	10.4	10.1	9.8	9.8	9.6	9.4	-0.104631868	0.316648738	10.58519897	11.22406477
1/1/1983	1983.041667	10.4	10.8	10.8	10.4	10.1	9.8	9.8	9.6	-0.478502722	-0.104631868	10.55952797	11.19747748
2/1/1983	1983.125	10.4	10.4	10.8	10.8	10.4	10.1	9.8	9.8	-0.03109297	-0.478502722	10.11315386	10.74903208
3/1/1983	1983.208333	10.3	10.4	10.4	10.8	10.8	10.4	10.1	9.8	-0.091899251	-0.03109297	10.07411049	10.70968801
4/1/1983	1983.291667	10.2	10.3	10.4	10.4	10.8	10.8	10.4	10.1	-0.040853094	-0.091899251	9.922982582	10.55872361
5/1/1983	1983.375	10.1	10.2	10.3	10.4	10.4	10.8	10.8	10.4	0.023257636	-0.040853094	9.758107969	10.39537676
6/1/1983	1983.458333	10.1	10.1	10.2	10.3	10.4	10.4	10.8	10.8	0.135110074	0.023257636	9.646118103	10.28366175
7/1/1983	1983.541667	9.4	10.1	10.1	10.2	10.3	10.4	10.4	10.8	-0.617148218	0.135110074	9.699246434	10.33505
8/1/1983	1983.625	9.5	9.4	10.1	10.1	10.2	10.3	10.4	10.4	0.265818849	-0.617148218	8.91528184	9.553080462
9/1/1983	1983.708333	9.2	9.5	9.4	10.1	10.1	10.2	10.3	10.4	-0.159098162	0.265818849	9.040733027	9.677463297
10/1/1983	1983.791667	8.8	9.2	9.5	9.4	10.1	10.1	10.2	10.3	-0.236605421	-0.159098162	8.717915049	9.355295792
11/1/1983	1983.875	8.5	8.8	9.2	9.5	9.4	10.1	10.1	10.2	-0.102260241	-0.236605421	8.282809973	8.92171051
12/1/1983	1983.958333	8.3	8.5	8.8	9.2	9.5	9.4	10.1	10.1	0.033297073	-0.102260241	7.946142845	8.587263009
1/1/1984	1984.041667	8	8.3	8.5	8.8	9.2	9.5	9.4	10.1	-0.134450062	0.033297073	7.816209374	8.45269075
2/1/1984	1984.125	7.8	8	8.3	8.5	8.8	9.2	9.5	9.4	0.014171826	-0.134450062	7.46616426	8.105492089
3/1/1984	1984.208333	7.8	7.8	8	8.3	8.5	8.8	9.2	9.5	0.198682983	0.014171826	7.282244446	7.920389589
4/1/1984	1984.291667	7.7	7.8	7.8	8	8.3	8.5	8.8	9.2	0.046424691	0.198682983	7.336016113	7.971134506
5/1/1984	1984.375	7.4	7.7	7.8	7.8	8	8.3	8.5	8.8	-0.18091659	0.046424691	7.263998819	7.897834361
6/1/1984	1984.458333	7.2	7.4	7.7	7.8	7.8	8	8.3	8.5	-0.071488422	-0.18091659	6.954445984	7.588530859
7/1/1984	1984.541667	7.5	7.2	7.4	7.7	7.8	7.8	8	8.3	0.413022736	-0.071488422	6.770290166	7.403664363
8/1/1984	1984.625	7.5	7.5	7.2	7.4	7.7	7.8	7.8	8	0.051336275	0.413022736	7.132785196	7.764542253
9/1/1984	1984.708333	7.3	7.5	7.5	7.2	7.4	7.7	7.8	7.8	-0.148663725	0.051336275	7.132785196	7.764542253
10/1/1984	1984.791667	7.4	7.3	7.5	7.5	7.2	7.4	7.7	7.8	0.161976579	-0.148663725	6.922090338	7.553956505
11/1/1984	1984.875	7.2	7.4	7.3	7.5	7.5	7.2	7.4	7.7	-0.189069579	0.161976579	7.073439698	7.70469946
12/1/1984	1984.958333	7.3	7.2	7.4	7.3	7.5	7.5	7.2	7.4	0.108506152	-0.189069579	6.875919351	7.507068346
1/1/1985	1985.041667	7.3	7.3	7.2	7.4	7.3	7.5	7.5	7.2	0.035847433	0.108506152	6.948443542	7.579861593
2/1/1985	1985.125	7.2	7.3	7.3	7.2	7.4	7.3	7.5	7.5	-0.064152567	0.035847433	6.948443542	7.579861593
3/1/1985	1985.208333	7.2	7.2	7.3	7.3	7.2	7.4	7.3	7.5	0.021570725	-0.064152567	6.862816843	7.494041708
4/1/1985	1985.291667	7.3	7.2	7.2	7.3	7.3	7.2	7.4	7.3	0.134635298	0.021570725	6.849685381	7.481044024
5/1/1985	1985.375	7.2	7.3	7.2	7.2	7.3	7.3	7.2	7.4	-0.103346286	0.134635298	6.987756334	7.618936239
6/1/1985	1985.458333	7.4	7.2	7.3	7.2	7.2	7.3	7.3	7.2	0.221570725	-0.103346286	6.862816843	7.494041708
7/1/1985	1985.541667	7.4	7.4	7.2	7.3	7.2	7.2	7.3	7.3	-0.002134152	0.221570725	7.086516765	7.717751538
8/1/1985	1985.625	7.1	7.4	7.4	7.2	7.3	7.2	7.2	7.3	-0.315198725	-0.002134152	7.099564871	7.730832578
9/1/1985	1985.708333	7.1	7.1	7.4	7.4	7.2	7.3	7.2	7.2	0.02035859	-0.315198725	6.764053917	7.395228904
10/1/1985	1985.791667	7.1	7.1	7.1	7.4	7.4	7.2	7.3	7.2	0.033423163	0.02035859	6.750924212	7.382229462
11/1/1985	1985.875	7	7.1	7.1	7.1	7.4	7.4	7.2	7.3	-0.07964141	0.033423163	6.764053917	7.395228904
12/1/1985	1985.958333	7	7	7.1	7.1	7.1	7.4	7.4	7.2	0.058340174	-0.07964141	6.625817344	7.257502309
1/1/1986	1986.041667	6.7	7	7	7.1	7.1	7.1	7.4	7.4	-0.241659826	0.058340174	6.625817344	7.257502309
2/1/1986	1986.125	7.2	6.7	7	7	7.1	7.1	7.1	7.4	0.554703769	-0.241659826	6.329517297	6.961075165
3/1/1986	1986.208333	7.2	7.2	6.7	7	7	7.1	7.1	7.1	-0.004558421	0.554703769	6.888992895	7.520123948
4/1/1986	1986.291667	7.1	7.2	7.2	6.7	7	7	7.1	7.1	-0.104558421	-0.004558421	6.888992895	7.520123948
5/1/1986	1986.375	7.2	7.1	7.2	7.2	6.7	7	7	7.1	0.094229444	-0.104558421	6.790226447	7.421314666
6/1/1986	1986.458333	7.2	7.2	7.1	7.2	7.2	6.7	7	7	-0.017622994	0.094229444	6.902037472	7.533208516
7/1/1986	1986.541667	7	7.2	7.2	7.1	7.2	7.2	6.7	7	-0.256816713	-0.017622994	6.9409975	7.572635927
8/1/1986	1986.625	6.9	7	7.2	7.2	7.1	7.2	7.2	6.7	-0.067788972	-0.256816713	6.652160036	7.283417908
9/1/1986	1986.708333	7	6.9	7	7.2	7.2	7.1	7.2	7.2	0.144063466	-0.067788972	6.54023772	7.171635349
10/1/1986	1986.791667	7	7	6.9	7	7.2	7.2	7.1	7.2	0.019146455	0.144063466	6.665287983	7.296419108
11/1/1986	1986.875	6.9	7	7	6.9	7	7.2	7.2	7.1	-0.067788972	0.019146455	6.652160036	7.283417908
12/1/1986	1986.958333	6.6	6.9	7	7	6.9	7	7.2	7.2	-0.255936534	-0.067788972	6.54023772	7.171635349
1/1/1987	1987.041667	6.6	6.6	6.9	7	7	6.9	7	7.2	0.053491634	-0.255936534	6.2307446	6.862272132
2/1/1987	1987.125	6.6	6.6	6.6	6.9	7	7	6.9	7	0.040427061	0.053491634	6.243923384	6.875222494
3/1/1987	1987.208333	6.6	6.6	6.6	6.6	6.9	7	7	6.9	0.053491634	0.040427061	6.2307446	6.862272132
4/1/1987	1987.291667	6.3	6.6	6.6	6.6	6.6	6.9	7	7	-0.246508366	0.053491634	6.2307446	6.862272132
5/1/1987	1987.375	6.3	6.3	6.6	6.6	6.6	6.6	6.9	7	0.075984376	-0.246508366	5.907974775	6.540056473
6/1/1987	1987.458333	6.2	6.3	6.3	6.6	6.6	6.6	6.6	6.9	-0.063209343	0.075984376	5.947581964	6.578836723
7/1/1987	1987.541667	6.1	6.2	6.3	6.3	6.6	6.6	6.6	6.6	-0.051356905	-0.063209343	5.835623726	6.467090084
8/1/1987	1987.625	6	6.1	6.2	6.3	6.3	6.6	6.6	6.6	-0.039504467	-0.051356905	5.723637098	6.355371836
9/1/1987	1987.708333	5.9	6	6.1	6.2	6.3	6.3	6.6	6.6	-0.027652029	-0.039504467	5.611622116	6.243681942
10/1/1987	1987.791667	6	5.9	6	6.1	6.2	6.3	6.3	6.6	0.14500669	-0.027652029	5.539251477	6.170735143
11/1/1987	1987.875	5.8	6	5.9	6	6.1	6.2	6.3	6.3	-0.166845748	0.14500669	5.651213454	6.282478042
12/1/1987	1987.958333	5.7	5.8	6	5.9	6	6.1	6.2	6.3	-0.056205445	-0.166845748	5.44045471	6.07195618
1/1/1988	1988.041667	5.7	5.7	5.8	6	5.9	6	6.1	6.2	0.04258242	-0.056205445	5.341654934	5.973180226
2/1/1988	1988.125	5.7	5.7	5.7	5.8	6	5.9	6	6.1	0.029517847	0.04258242	5.354817856	5.98614645
3/1/1988	1988.208333	5.7	5.7	5.7	5.7	5.8	6	5.9	6	0.016453274	0.029517847	5.367951842	5.999141609
4/1/1988	1988.291667	5.4	5.7	5.7	5.7	5.7	5.8	6	5.9	-0.270482153	0.016453274	5.354817856	5.98614645
5/1/1988	1988.375	5.6	5.4	5.7	5.7	5.7	5.7	5.8	6	0.238946016	-0.270482153	5.045237558	5.67687041
6/1/1988	1988.458333	5.4	5.6	5.4	5.7	5.7	5.7	5.7	5.8	-0.197823433	0.238946016	5.282248791	5.913398076
7/1/1988	1988.541667	5.4	5.4	5.6	5.4	5.7	5.7	5.7	5.7	0.025881443	-0.197823433	5.058395177	5.689841938
8/1/1988	1988.625	5.6	5.4	5.4	5.6	5.4	5.7	5.7	5.7	0.225881443	0.025881443	5.058395177	5.689841938
9/1/1988	1988.708333	5.4	5.6	5.4	5.4	5.6	5.4	5.7	5.7	-0.197823433	0.225881443	5.282248791	5.913398076
10/1/1988	1988.791667	5.4	5.4	5.6	5.4	5.4	5.6	5.4	5.7	-0.013312276	-0.197823433	5.097694374	5.728930179
11/1/1988	1988.875	5.3	5.4	5.4	5.6	5.4	5.4	5.6	5.4	-0.08718313	-0.013312276	5.071523863	5.702842398
12/1/1988	1988.958333	5.3	5.3	5.4	5.4	5.6	5.4	5.4	5.6	-0.001459838	-0.08718313	4.98580649	5.617113187
1/1/1989	1989.041667	5.4	5.3	5.3	5.4	5.4	5.6	5.4	5.4	0.098540162	-0.001459838	4.98580649	5.617113187
2/1/1989	1989.125	5.2	5.4	5.3	5.3	5.4	5.4	5.6	5.4	-0.18718313	0.098540162	5.071523863	5.702842398
3/1/1989	1989.208333	5	5.2	5.4	5.3	5.3	5.4	5.4	5.6	-0.1896074	-0.18718313	4.87389017	5.50532463
4/1/1989	1989.291667	5.2	5	5.2	5.4	5.3	5.3	5.4	5.4	0.234097476	-0.1896074	4.649972302	5.281832746
5/1/1989	1989.375	5.2	5.2	5	5.2	5.4	5.3	5.3	5.4	-0.002671973	0.234097476	4.886986375	5.518357571
6/1/1989	1989.458333	5.3	5.2	5.2	5	5.2	5.4	5.3	5.3	0.097328027	-0.002671973	4.886986375	5.518357571
7/1/1989	1989.541667	5.2	5.3	5.2	5.2	5	5.2	5.4	5.3	-0.101459838	0.097328027	4.98580649	5.617113187
8/1/1989	1989.625	5.2	5.2	5.3	5.2	5.2	5	5.2	5.4	-0.015736546	-0.101459838	4.900053624	5.531419468
9/1/1989	1989.708333	5.3	5.2	5.2	5.3	5.2	5.2	5	5.2	0.058134308	-0.015736546	4.926101264	5.55763012
10/1/1989	1989.791667	5.3	5.3	5.2	5.2	5.3	5.2	5.2	5	-0.027588984	0.058134308	5.011915556	5.643262412
11/1/1989	1989.875	5.4	5.3	5.3	5.2	5.2	5.3	5.2	5.2	0.072411016	-0.027588984	5.011915556	5.643262412
12/1/1989	1989.958333	5.4	5.4	5.3	5.3	5.2	5.2	5.3	5.2	-0.026376849	0.072411016	5.110736187	5.742017511
1/1/1990	1990.041667	5.4	5.4	5.4	5.3	5.3	5.2	5.2	5.3	-0.039441422	-0.026376849	5.123749046	5.755133799
2/1/1990	1990.125	5.3	5.4	5.4	5.4	5.3	5.3	5.2	5.2	-0.139441422	-0.039441422	5.123749046	5.755133799
3/1/1990	1990.208333	5.2	5.3	5.4	5.4	5.4	5.3	5.3	5.2	-0.114524411	-0.139441422	4.998875502	5.63017332
4/1/1990	1990.291667	5.4	5.2	5.3	5.4	5.4	5.4	5.3	5.3	0.197328027	-0.114524411	4.886986375	5.518357571
5/1/1990	1990.375	5.4	5.4	5.2	5.3	5.4	5.4	5.4	5.3	-0.013312276	0.197328027	5.097694374	5.728930179
6/1/1990	1990.458333	5.2	5.4	5.4	5.2	5.3	5.4	5.4	5.4	-0.213312276	-0.013312276	5.097694374	5.728930179
7/1/1990	1990.541667	5.5	5.2	5.4	5.4	5.2	5.3	5.4	5.4	0.3103926	-0.213312276	4.87389017	5.50532463
8/1/1990	1990.625	5.7	5.5	5.2	5.4	5.4	5.2	5.3	5.4	0.161770713	0.3103926	5.222568428	5.853890146
9/1/1990	1990.708333	5.9	5.7	5.5	5.2	5.4	5.4	5.2	5.3	0.125001264	0.161770713	5.459078957	6.090918516
10/1/1990	1990.791667	5.9	5.9	5.7	5.5	5.2	5.4	5.4	5.2	-0.072574467	0.125001264	5.656707193	6.288441741
11/1/1990	1990.875	6.2	5.9	5.9	5.7	5.5	5.2	5.4	5.4	0.227425533	-0.072574467	5.656707193	6.288441741
12/1/1990	1990.958333	6.3	6.2	5.9	5.9	5.7	5.5	5.2	5.4	-0.034260927	0.227425533	6.017395294	6.65112656
1/1/1991	1991.041667	6.4	6.3	6.2	5.9	5.9	5.7	5.5	5.2	-0.006919646	-0.034260927	6.090580069	6.723259223
2/1/1991	1991.125	6.6	6.4	6.3	6.2	5.9	5.9	5.7	5.5	0.107357062	-0.006919646	6.176525809	6.808760067
3/1/1991	1991.208333	6.8	6.6	6.4	6.3	6.2	5.9	5.9	5.7	0.109781331	0.107357062	6.374118973	7.006318364
4/1/1991	1991.291667	6.7	6.8	6.6	6.4	6.3	6.2	5.9	5.9	-0.213923545	0.109781331	6.597399601	7.230447489
5/1/1991	1991.375	6.9	6.7	6.8	6.6	6.4	6.3	6.2	5.9	0.137122612	-0.213923545	6.447099856	7.07865492
6/1/1991	1991.458333	6.9	6.9	6.7	6.8	6.6	6.4	6.3	6.2	-0.073517691	0.137122612	6.657591486	7.289443896
7/1/1991	1991.541667	6.8	6.9	6.9	6.7	6.8	6.6	6.4	6.3	-0.160453118	-0.073517691	6.644667938	7.276238298
8/1/1991	1991.625	6.9	6.8	6.9	6.9	6.7	6.8	6.6	6.4	0.077528466	-0.160453118	6.506946562	7.137996506
9/1/1991	1991.708333	6.9	6.9	6.8	6.9	6.9	6.7	6.8	6.6	-0.008194826	0.077528466	6.59268452	7.223705132
10/1/1991	1991.791667	7	6.9	6.9	6.8	6.9	6.9	6.7	6.8	0.078740601	-0.008194826	6.605723805	7.236794993
11/1/1991	1991.875	7	7	6.9	6.9	6.8	6.9	6.9	6.7	-0.006982691	0.078740601	6.691456988	7.322508394
12/1/1991	1991.958333	7.3	7	7	6.9	6.9	6.8	6.9	6.9	0.293017309	-0.006982691	6.691456988	7.322508394
1/1/1992	1992.041667	7.3	7.3	7	7	6.9	6.9	6.8	6.9	-0.055604578	0.293017309	7.039768005	7.671441152
2/1/1992	1992.125	7.4	7.3	7.3	7	7	6.9	6.9	6.8	0.057459995	-0.055604578	7.026808495	7.658271516
3/1/1992	1992.208333	7.4	7.4	7.3	7.3	7	7	6.9	6.9	-0.054392444	0.057459995	7.138535503	7.770249384
4/1/1992	1992.291667	7.4	7.4	7.4	7.3	7.3	7	7	6.9	-0.041327871	-0.054392444	7.125574224	7.757081517
5/1/1992	1992.375	7.6	7.4	7.4	7.4	7.3	7.3	7	7	0.15867213	-0.041327871	7.125574224	7.757081517
6/1/1992	1992.458333	7.8	7.6	7.4	7.4	7.4	7.3	7.3	7	0.174160972	0.15867213	7.310102922	7.941575134
7/1/1992	1992.541667	7.7	7.8	7.6	7.4	7.4	7.4	7.3	7.3	-0.149543904	0.174160972	7.533575439	8.165512369
8/1/1992	1992.625	7.6	7.7	7.8	7.6	7.4	7.4	7.4	7.3	-0.124626893	-0.149543904	7.408857863	8.040395923
9/1/1992	1992.708333	7.6	7.6	7.7	7.8	7.6	7.4	7.4	7.4	-0.012774455	-0.124626893	7.29708024	7.92846867
10/1/1992	1992.791667	7.3	7.6	7.6	7.7	7.8	7.6	7.4	7.4	-0.312774455	-0.012774455	7.29708024	7.92846867
11/1/1992	1992.875	7.4	7.3	7.6	7.6	7.7	7.8	7.6	7.4	0.148912006	-0.312774455	6.935281393	7.566894596
12/1/1992	1992.958333	7.4	7.4	7.3	7.6	7.6	7.7	7.8	7.6	0.063188713	0.148912006	7.020841995	7.652780578
1/1/1993	1993.041667	7.3	7.4	7.4	7.3	7.6	7.6	7.7	7.8	-0.04987586	0.063188713	7.034034796	7.665716923
2/1/1993	1993.125	7.1	7.3	7.4	7.4	7.3	7.6	7.6	7.7	-0.151087995	-0.04987586	6.935281393	7.566894596
3/1/1993	1993.208333	7	7.1	7.3	7.4	7.4	7.3	7.6	7.6	-0.027383118	-0.151087995	6.711361579	7.343404658
4/1/1993	1993.291667	7.1	7	7.1	7.3	7.4	7.4	7.3	7.6	0.145275601	-0.027383118	6.639003148	7.27044565
5/1/1993	1993.375	7.1	7.1	7	7.1	7.3	7.4	7.4	7.3	0.046487736	0.145275601	6.737765569	7.369258959
6/1/1993	1993.458333	7	7.1	7.1	7	7.1	7.3	7.4	7.4	-0.053512264	0.046487736	6.737765569	7.369258959
7/1/1993	1993.541667	6.9	7	7.1	7.1	7	7.1	7.3	7.4	-0.054724399	-0.053512264	6.639003148	7.27044565
8/1/1993	1993.625	6.8	6.9	7	7.1	7.1	7	7.1	7.3	-0.069001107	-0.054724399	6.553392851	7.184609363
9/1/1993	1993.708333	6.7	6.8	6.9	7	7.1	7.1	7	7.1	-0.070213242	-0.069001107	6.454622657	7.085803826
10/1/1993	1993.791667	6.8	6.7	6.8	6.9	7	7.1	7.1	7	0.154703769	-0.070213242	6.329517297	6.961075165
11/1/1993	1993.875	6.6	6.8	6.7	6.8	6.9	7	7.1	7.1	-0.157148669	0.154703769	6.441469283	7.072828055
12/1/1993	1993.958333	6.5	6.6	6.8	6.7	6.8	6.9	7	7.1	-0.046508366	-0.157148669	6.2307446	6.862272132
1/1/1994	1994.041667	6.6	6.5	6.6	6.8	6.7	6.8	6.9	7	0.152279499	-0.046508366	6.131968894	6.763472107
2/1/1994	1994.125	6.6	6.6	6.5	6.6	6.8	6.7	6.8	6.9	0.027362488	0.152279499	6.25707324	6.888201783
3/1/1994	1994.208333	6.5	6.6	6.6	6.5	6.6	6.8	6.7	6.8	-0.085702085	0.027362488	6.270194146	6.901210023
4/1/1994	1994.291667	6.4	6.5	6.6	6.6	6.5	6.6	6.8	6.7	-0.060785074	-0.085702085	6.14514592	6.776424227
5/1/1994	1994.375	6.1	6.4	6.5	6.6	6.6	6.5	6.6	6.8	-0.275061781	-0.060785074	6.059511782	6.690611781
6/1/1994	1994.458333	6.1	6.1	6.4	6.5	6.6	6.6	6.5	6.6	0.04743096	-0.275061781	5.736835986	6.368302095
7/1/1994	1994.541667	6.1	6.1	6.1	6.4	6.5	6.6	6.6	6.5	0.060495533	0.04743096	5.723637098	6.355371836
8/1/1994	1994.625	6	6.1	6.1	6.1	6.4	6.5	6.6	6.6	-0.039504467	0.060495533	5.723637098	6.355371836
9/1/1994	1994.708333	5.9	6	6.1	6.1	6.1	6.4	6.5	6.6	-0.040716602	-0.039504467	5.624848111	6.256585093
10/1/1994	1994.791667	5.8	5.9	6	6.1	6.1	6.1	6.4	6.5	-0.041928737	-0.040716602	5.526056116	6.157801358
11/1/1994	1994.875	5.6	5.8	5.9	6	6.1	6.1	6.1	6.4	-0.169270018	-0.041928737	5.453619398	6.084920638
12/1/1994	1994.958333	5.5	5.6	5.8	5.9	6	6.1	6.1	6.1	-0.045565142	-0.169270018	5.229662087	5.861468196
1/1/1995	1995.041667	5.6	5.5	5.6	5.8	5.9	6	6.1	6.1	0.166287297	-0.045565142	5.117640894	5.749784512
2/1/1995	1995.125	5.4	5.6	5.5	5.6	5.8	5.9	6	6.1	-0.158629715	0.166287297	5.24285215	5.87440728
3/1/1995	1995.208333	5.4	5.4	5.6	5.5	5.6	5.8	5.9	6	0.052010589	-0.158629715	5.032051033	5.66392779
4/1/1995	1995.291667	5.8	5.4	5.4	5.6	5.5	5.6	5.8	5.9	0.438946016	0.052010589	5.045237558	5.67687041
5/1/1995	1995.375	5.6	5.8	5.4	5.4	5.6	5.5	5.6	5.8	-0.234592883	0.438946016	5.519008531	6.150177234
6/1/1995	1995.458333	5.6	5.6	5.8	5.4	5.4	5.6	5.5	5.6	-0.023952579	-0.234592883	5.308368429	5.93953673
7/1/1995	1995.541667	5.7	5.6	5.6	5.8	5.4	5.4	5.6	5.5	0.089111994	-0.023952579	5.295323093	5.92645292
8/1/1995	1995.625	5.7	5.7	5.6	5.6	5.8	5.4	5.4	5.6	-0.048869591	0.089111994	5.433187354	6.064551827
9/1/1995	1995.708333	5.6	5.7	5.7	5.6	5.6	5.8	5.4	5.4	-0.148869591	-0.048869591	5.433187354	6.064551827
10/1/1995	1995.791667	5.5	5.6	5.7	5.7	5.6	5.6	5.8	5.4	-0.08475886	-0.148869591	5.269145524	5.900372197
11/1/1995	1995.875	5.6	5.5	5.6	5.7	5.7	5.6	5.6	5.8	0.100964432	-0.08475886	5.183437699	5.814633438
12/1/1995	1995.958333	5.6	5.6	5.5	5.6	5.7	5.7	5.6	5.6	-0.010888006	0.100964432	5.295323093	5.92645292
1/1/1996	1996.041667	5.6	5.6	5.6	5.5	5.6	5.7	5.7	5.6	0.002176567	-0.010888006	5.282248791	5.913398076
2/1/1996	1996.125	5.5	5.6	5.6	5.6	5.5	5.6	5.7	5.7	-0.097823433	0.002176567	5.282248791	5.913398076
3/1/1996	1996.208333	5.5	5.5	5.6	5.6	5.6	5.5	5.6	5.7	0.000964432	-0.097823433	5.183437699	5.814633438
4/1/1996	1996.291667	5.6	5.5	5.5	5.6	5.6	5.6	5.5	5.6	0.087899859	0.000964432	5.196510238	5.827690045
5/1/1996	1996.375	5.6	5.6	5.5	5.5	5.6	5.6	5.6	5.5	-0.010888006	0.087899859	5.295323093	5.92645292
6/1/1996	1996.458333	5.3	5.6	5.6	5.5	5.5	5.6	5.6	5.6	-0.310888006	-0.010888006	5.295323093	5.92645292
7/1/1996	1996.541667	5.5	5.3	5.6	5.6	5.5	5.5	5.6	5.6	0.224669308	-0.310888006	4.959581602	5.591079783
8/1/1996	1996.625	5.1	5.5	5.3	5.6	5.6	5.5	5.5	5.6	-0.412100141	0.224669308	5.196510238	5.827690045
9/1/1996	1996.708333	5.2	5.1	5.5	5.3	5.6	5.6	5.5	5.5	0.135309611	-0.412100141	4.748793123	5.380587655
10/1/1996	1996.791667	5.2	5.2	5.1	5.5	5.3	5.6	5.6	5.5	0.036521746	0.135309611	4.84761094	5.479345568
11/1/1996	1996.875	5.4	5.2	5.2	5.1	5.5	5.3	5.6	5.6	0.236521746	0.036521746	4.84761094	5.479345568
12/1/1996	1996.958333	5.4	5.4	5.2	5.2	5.1	5.5	5.3	5.6	-0.026376849	0.236521746	5.110736187	5.742017511
1/1/1997	1997.041667	5.3	5.4	5.4	5.2	5.2	5.1	5.5	5.3	-0.100247703	-0.026376849	5.084623598	5.715871809
2/1/1997	1997.125	5.2	5.3	5.4	5.4	5.2	5.2	5.1	5.5	-0.140653557	-0.100247703	5.024926658	5.656380457
3/1/1997	1997.208333	5.2	5.2	5.3	5.4	5.4	5.2	5.2	5.1	-0.015736546	-0.140653557	4.900053624	5.531419468
4/1/1997	1997.291667	5.1	5.2	5.2	5.3	5.4	5.4	5.2	5.2	-0.115736546	-0.015736546	4.900053624	5.531419468
5/1/1997	1997.375	4.9	5.1	5.2	5.2	5.3	5.4	5.4	5.2	-0.177754962	-0.115736546	4.761945433	5.393564491
6/1/1997	1997.458333	5	4.9	5.1	5.2	5.2	5.3	5.4	5.4	0.145949914	-0.177754962	4.53797081	5.170129362
7/1/1997	1997.541667	4.9	5	4.9	5.1	5.2	5.2	5.3	5.4	-0.078967097	0.145949914	4.663122841	5.294811353
8/1/1997	1997.625	4.8	4.9	5	4.9	5.1	5.2	5.2	5.3	-0.080179232	-0.078967097	4.564297245	5.196061219
9/1/1997	1997.708333	4.9	4.8	4.9	5	4.9	5.1	5.2	5.2	0.131673206	-0.080179232	4.45232165	5.084331938
