Date	Apple Return	Market Return	S&P 500 Return	IBM Return	Price Apple	Treasury Bill	Inflation (CPI)	Apple Excess Return	Market Excess Return	SP500 Excess Return	IBM Excess Return
20110228	0.040935	0.038164	0.031957	0.003272	353.20999	0.000122	0.004931	0.040813	0.038042	0.031835	0.00315
20110331	-0.013314	0.003374	-0.001047	0.007351	348.50751	0.000067	0.009751	-0.013381	0.003307	-0.001114	0.007284
20110429	0.004656	0.028689	0.028495	0.046054	350.13	0.000053	0.006439	0.004603	0.028636	0.028442	0.046001
20110531	-0.006569	-0.014933	-0.013501	-0.005276	347.82999	0.000013	0.004704	-0.006582	-0.014946	-0.013514	-0.005289
20110630	-0.03496	-0.018395	-0.018258	0.015509	335.67001	0.000035	-0.001071	-0.034995	-0.01843	-0.018293	0.015474
20110729	0.163285	-0.02247	-0.021474	0.060041	390.48001	-0.000028	0.000886	0.163313	-0.022442	-0.021446	0.060069
20110831	-0.014469	-0.057471	-0.056791	-0.050536	384.82999	0.000083	0.002758	-0.014552	-0.057554	-0.056874	-0.050619
20110930	-0.009121	-0.084873	-0.071762	0.017218	381.32001	-0.000001	-0.00029	-0.00912	-0.084872	-0.071761	0.017219
20111031	0.061523	0.113984	0.107723	0.055813	404.78	0.000014	0.00092	0.061509	0.11397	0.107709	0.055799
20111130	-0.055783	-0.006225	-0.0050586	0.022315	382.20001	0.000004	0.00001	-0.055787	-0.006229	-0.0050626	0.022311
20111230	0.059655	0.003701	0.00853275	-0.021915	405	0	0.00208	0.059655	0.003701	0.00853275	-0.021915
